apartmentid,name,address,city,state,zip,website
77551,Woodin Creek Village,17255 135th Ave NE,Woodinville,WA,98072,https://woodincreekvillage.com/
218893,Volta at Voyager I,11275 Nahcolite Pt,Colorado Springs,CO,80921,https://www.voltaatvoyager.com/volta-at-voyager-colorado-springs-colorado/
1352,Pinebrook,109 Pine Knoll Dr,Ridgeland,MS,39157,https://www.northbrookandpinebrookridgeland.com/
73786,Pickwick Farms,1540 Handball Ln,Indianapolis,IN,46260,http://www.pickwickfarms-apartments.com/
2360,Prairie Shores,2937 S King Dr,Chicago,IL,60616,http://www.liveprairieshores.com
57976,One India Street,1 India St,Boston,MA,2109,https://www.oneindiastreetapartments.com/
37071,Summerwood on Towne Line,2520 Summer Dr,Indianapolis,IN,46268,www.summerwoodindy.com
33308,Washington Park Apartments,1431 Washington Blvd,Detroit,MI,48226,https://washingtonparkdetroit.com/
281182,Moss Creek,582 Roberts Dr,Riverdale,GA,30274,https://mosscreekga.com/
231933,RT Dairies,777 Memorial Dr SE,Atlanta,GA,30316,https://rtdairies.com/
15536,Ballston Place,901 N Pollard St,Arlington,VA,22203,https://www.akelius-properties.us/ballston-place/
3912,Stratford Village,2000 London Town Ln,Montgomery,AL,36117,https://www.stratfordvillageapartments.com/
23971,Tuscany Bay,12065 Tuscany Bay Dr,Tampa,FL,33626,https://www.tuscanybayaptstampa.com/
77994,Redwood Sugarcreek Township,4339 Callalily Dr,Sugarcreek Township,OH,45459,https://www.byredwood.com/apartments/oh/sugarcreek-township/redwood-sugarcreek-township/
279152,The Vickery,700 W Vickery Blvd,Fort Worth,TX,76104,https://www.vickeryfw.com/
68133,Stoneplace Apartments I & II,872 W Main St,Molalla,OR,97038,https://www.stoneplaceapts.us/
75111,City Parc at the Ranch,2314 Kaliste Saloom Rd,Lafayette,LA,70508,https://www.liveatcityparc.com/
39901,Landings,501 Fairways Dr,Vicksburg,MS,39183,www.thelandingsvicksburg.com
256914,The Reserve at Rivington,12000 Reserve Manor Cir,Chester,VA,23831,http://www.rivingtonvaapts.com/
222950,Meadows on Graystone,5509 S Graystone Ave,Sioux Falls,SD,57108,https://www.meadowsongraystone.com/
44395,225 Grand,225 Grand St,Jersey City,NJ,7302,https://www.225grandstreet.com/
13990,Sunset Gardens,7400 SW 107th Ave,Miami,FL,33173,https://www.livesunsetgardens.com/
5528,The Monroe on Monterey,1635 Monterey Dr NE,Palm Bay,FL,32905,https://themonroepalmbay.com/
275900,Aria,1861 Stella Ln,Fort Walton Beach,FL,32548,https://www.liveatthearia.com/
252794,Vintage Station North,2099 N Mt Juliet Rd,Mt. Juliet,TN,37122,https://www.stationnorthapts.com/
88115,HighPoint Town Square,160 S Highpoint Dr,Romeoville,IL,60446,https://marquettemanagement.reslisting.com/highpoint-town-square/floorplans.aspx
72743,Della Plaza,500 Della Dr,North Versailles,PA,15137,https://brandywinecommunities.com/properties/della-plaza/
222553,The Columns at Bear Creek,11931 Cassandra St,New Port Richey,FL,34654,http://www.thecolumnsatbearcreek.com/
30756,The Van Buren Luxury Apartments,625 N Van Buren Ave,Tucson,AZ,85711,http://www.vanburenapts.net/
287790,Article No. 7,2515 7th Ave E,North St Paul,MN,55109,https://www.articleno7.com/
16189,Miramar,1301 15th St NW,Washington,DC,20005,https://www.miramar-apartments.com/
262557,The Oaks at Copper Chase,3145 Honey Run Dr,York,PA,17408,https://www.larkenassociates.com/residential-rentals/the-oaks-at-copper-chase
23798,The Columns at Hiram,6736 Bill Carruth Pkwy,Hiram,GA,30141,https://www.thecolumnsathiram.com/
257372,The 52,8511 Myslak Wy,Pensacola,FL,32526,https://liveinspirepensacola.com/
90544,The Woods at Alderwood,3101 184th St SW,Lynnwood,WA,98037,https://thewoodsatalderwood.com/
23534,Chateau Spring Hill,4341 Spring St,La Mesa,CA,91941,https://www.springhill-apt.rentals/
253358,The Carter,2149 Anderson Gibson Rd,Grapevine,TX,76051,https://www.cartergrapevine.com/#/
64111,Vivian,75 Sterling Blvd,Englewood,NJ,7631,http://vivianliving.com/
67146,Aria at Millenia,5000 Millenia Palms Dr,Orlando,FL,32839,https://ariaatmillenia.com/
235512,Mariners Village,7135 Islander Dr,Indianapolis,IN,46214,https://www.marinersvillageindy.com/
252518,Aqua Palm Bay,2155 Robert J Conlan Blvd NE,Palm Bay,FL,32905,https://www.aquapalmbayapts.com/
270897,Avilla Vista Norte,43843 N 43rd Ave,Phoenix,AZ,85087,https://www.avillavistanorte.com/
231934,450 Green Apartments,450 Forrest Ave,Norristown,PA,19401,https://www.lindyproperty.com/properties/450-green-apartments/
283687,View at Manor Crossing,13220 FM973,Manor,TX,78653,https://www.liveviewatmanorcrossing.com/
257150,Ansley Park,3612 Beverly Cove Way,Wilmington,NC,28412,https://www.ansleyparkapts.com/
53592,The Arch,100 N 17th St,Philadelphia,PA,19103,http://1701arch.com/
720,Tamar Meadow,8600 Cobblefield Dr,Columbia,MD,21045,www.wm-tamarmeadow.com
43954,Windsor Townhomes,15061 W 138th St,Olathe,KS,66062,https://www.windsorth.com/
230770,Lake Haven,732 Bluff St,Carol Stream,IL,60188,http://www.lakehavenluxury.com/
65784,River House I,1785 N Water St,Milwaukee,WI,53202,www.mkeriverhouse.com
284168,The Reserve at Ritchie Ranch,3100 N Akers St,Visalia,CA,93291,https://www.thereservevisalia.com/
39913,Greenwich Place,31 Putnam Green,Greenwich,CT,6830,https://www.greenwichplace-apartments.com/
38525,Marquis Sonoran Preserve,29675 N North Valley Pkwy,Phoenix,AZ,85085,https://www.mqsonoranpreserve.com/
258491,Encantada Twin Peaks,6355 Marana Center Blvd,Tucson,AZ,85742,https://encantadaliving.com/twin-peaks/
23997,Dakota Mill Creek,2705 Mall of Georgia Blvd,Buford,GA,30519,https://www.dakotamillcreek.com/
3188,The Pointe,5130 E Ponce de Leon Ave,Stone Mountain,GA,30083,http://www.thepointeatlapts.com/the-pointe-atl-apts-stone-mountain-ga/home
5855,Meyer Forest,9701 Meyer Forest Dr,Houston,TX,77096,https://www.meyerforest.com/meyer-forest-houston-tx/contact
266961,The Dylan,160 N Morgan St,Chicago,IL,60607,https://thedylanchicago.com/
245906,Luxia Gallery House,14175 Dallas Pkwy,Farmers Branch,TX,75254,https://www.luxiagalleryhouse.com/
40475,The Lucent,10710 17th Ave S,Tacoma,WA,98444,https://www.thelucentapts.com/
64349,Aurora,124 S Morgan St,Tampa,FL,33602,https://www.richmansignature.com/florida/tampa-bay-area/aurora/
254103,Caliber at Cornerstar,15930 E Briarwood Cir,Aurora,CO,80016,https://www.caliberatcornerstar.com/
44726,Pebblebrook,6115 Pebblebrook Ln,Kent,OH,44240,http://www.livepebblebrook.com
32579,Riverwalk at Millennium,309 Washington St,Conshohocken,PA,19428,http://riverwalkapts.com
219773,The Lofts at OPOP,911 Locust St,St. Louis,MO,63101,https://www.theloftsatopop.com/
19565,The Hudson by Trion Living,10695 SW Murdock St,Tigard,OR,97224,https://trionliving.com/apartments/thehudson/
275548,Redwood Kannapolis Parkway,5476 Milestone Ave,Kannapolis,NC,28081,https://www.byredwood.com/apartments/nc/kannapolis/redwood-kannapolis-parkway/
263110,Briley,10731 Surrey Green Ln,Matthews,NC,28105,https://www.simpsonpropertygroup.com/apartments/matthews-north-carolina/briley-matthews
24585,The Mod,2222 W Beardsley Rd,Phoenix,AZ,85027,https://www.westernwealthcommunities.com/apartments/az/phoenix/w-beardsley-rd/
77597,Irene Woods Apartments,9199 Mayfield Rd N,Collierville,TN,38017,http://www.edwardrose.com/communities/irenewoods
26530,Pines of Burnsville,1024 W Burnsville Pkwy,Burnsville,MN,55337,http://www.pinesofburnsville.com/
13970,Timber Creek,8899 E Prentice Ave,Greenwood Village,CO,80111,https://redpeak.com/apartments/timber-creek/
65878,Victory Place,1701 Payne St,Dallas,TX,75201,http://www.victoryplacedallas.com/
64789,Spectrum Majestic,120 Paramount Park Dr,Gaithersburg,MD,20879,http://www.spectrum270.com/gaithersburg-gaithersburg/spectrum-majestic/
5719,7400 Roosevelt,7400 Roosevelt Blvd,Philadelphia,PA,19152,https://www.lindyproperty.com/properties/7400-roosevelt/
254332,Boca Vue,9260 Boca Vue Dr,Boca Raton,FL,33428,https://www.richmansignature.com/florida/boca-raton-rental-properties/boca-vue/
221081,City View,1403 S Assembly St,Spokane,WA,99224,https://www.cityviewapartmentsspokane.com/
238837,Washington Manor,3901 Woodland Ave,West Des Moines,IA,50266,https://www.washingtonmanordesmoines.com/
68497,Maya,535 S Kingsley Dr,Los Angeles,CA,90020,http://www.liveatmaya.com/
62395,Pierce,2 Pierce Ave,San Jose,CA,95110,http://www.thepierce.com
270365,Sota 75,2161 Lakewood Ranch Blvd,Sarasota,FL,34240,https://sota75.com/
77997,Ravella at Town Center,4674 Town Center Pkwy,Jacksonville,FL,32246,https://www.ravellatowncenter.com/
67750,Vermella Harrison,1100 Frank E Rodgers Blvd S,Harrison,NJ,7029,https://vermellaharrison.com/
238181,Ardence & Bloom,5620 De Longpre Ave,Los Angeles,CA,90028,https://www.ardencebloom.com/
257792,Moana Vista Apartments,1720 Ala Moana Blvd,Honolulu,HI,96815,https://www.moanavista.com
232998,The Highlands of Chevy Chase,5480 Wisconsin Ave,Chevy Chase,MD,20815,https://www.thehighlandsofchevychase.com
23161,Citation Club,29540 Citation Cir,Farmington Hills,MI,48331,http://www.citationclubapts.com/
239782,The Woods At Blue Heron Pines,1000 Bally Bunion Dr,Egg Harbor City,NJ,8215,https://www.woodsatblueheron.net/
22925,Carriage Glen,1811 City Hall Dr,Rosenberg,TX,77471,https://www.carriageglenapts.com/
15930,Crittenden Court,955 W St Clair Ave,Cleveland,OH,44113,https://www.crittendencourt.com/
78597,Sentral Union Station,1770 Chestnut Pl,Denver,CO,80202,https://www.sentral.com/denver/union-station
3116,Lakeside Terraces,44525 Pine Dr,Sterling Heights,MI,48313,www.lakesideterracesapts.com
254143,Christopher Todd Communities On Camelback,12350 W Camelback Rd,Litchfield Park,AZ,85340,https://www.christophertodd.com/community/christopher-todd-communities-on-camelback/
223934,The Edge,753 Montague Expy,Milpitas,CA,95035,https://edgemilpitas.com/
35581,Yardley Crossing,1800 Kathy Dr,Yardley,PA,19067,http://www.yardleycrossing.com/
254319,Indigo West Palm Beach,1500 Centrepark Blvd,West Palm Beach,FL,33401,https://www.indigowpb.com/
62320,Park Van Ness,4455 Connecticut Ave NW,Washington,DC,20008,http://www.parkvanness.com/
55729,Cherry Court,113 Cherry Ct,Greenville,NC,27858,https://www.keystonemanagement.com/apartments/nc/cherry-court-apartments
73333,The Timberline,8229 Northwoods Dr,Lincoln,NE,68505,https://www.timberlinelincoln.com/floorplans
64197,Infinity on Yorktown,660 Yorktown St,Dallas,TX,75208,https://www.infinityonyorktown.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D
258366,Gild,1210 N State Pkwy,Chicago,IL,60610,https://www.gildchicago.com/
257324,Rosewood Commons,N170W21970 Rosewood Ln,Jackson,WI,53037,https://rosewoodcommonsapartments.com/
251120,The Foundry,998 Riverfront St,West Sacramento,CA,95691,https://www.thefoundry-tbd.com/
14399,The Gateway,925 Clopper Rd,Gaithersburg,MD,20878,https://www.livethegateway.com/
62509,Citrine,4900 N 44th St,Phoenix,AZ,85018,www.liveatcitrine.com
234915,Fox Glen,5902 Cross Country Blvd,Baltimore,MD,21215,www.livefoxglen.com
49743,Westchester Square Apartments,5528 Meredith Dr,Des Moines,IA,50310,https://www.westchestersquareapartments.com/
220907,Reserve At Bradbury Place,560 W New Hope Rd,Goldsboro,NC,27534,https://www.keystonemanagement.com/apartments/nc/reserve-at-bradbury-place
17362,Congressional Towers,261 Congressional Ln,Rockville,MD,20852,https://www.congressionaltowers.net
255188,Edge,490 Mill St,West Sacramento,CA,95691,https://www.edge-tbd.com/
2927,Cornerstone Apartments,2637 The Meadows,Montgomery,AL,36116,https://cornerstonemgm.com/
27125,Tudor Place,5801 Peabody St,Hyattsville,MD,20783,https://www.tudorplaceapts.com/
243245,Longfellow Lofts,1015 Mound St,Madison,WI,53715,http://longfellowlofts.com/
15589,Bradford at Easton,4150 Silver Springs Ln,Columbus,OH,43230,https://www.morgan-properties.com/apartments/oh/columbus/bradford-at-easton/
250152,Velo,425 River Rd,Eugene,OR,97404,https://veloeugene.com/
22611,Mercury on Mill,5101 S Mill Ave,Tempe,AZ,85282,https://www.mercuryonmillapts.com/
264283,The Villas at Green Valley I,2406 Green Valley Rd,New Albany,IN,47150,https://www.villasatgv.com/
49908,Arlington West,5049 Western Blvd,Jacksonville,NC,28546,http://www.arlingtonwestnc.com/
34748,Visconti,1221 W 3rd St,Los Angeles,CA,90017,www.thevisconti.com
231543,Autumn Hills,400 Hoover Way,Woodbridge,NJ,7095,https://bestrentnj.com/Communities/Autumn-Hills/
98288,980 Central,980 Central St,West Sacramento,CA,95691,https://www.980central.com/
240912,Preserve at Autumn Ridge I-II,14630 Autumn Ridge Ln,Watertown,NY,13601,http://preserveatautumnridge.com
55502,Keswick,1510 Bridle Ct,Greenville,NC,27834,https://www.keystonemanagement.com/apartments/nc/keswick-apartments
6550,The Vintage Apartments,7440 E Thomas Rd,Scottsdale,AZ,85251,https://www.scottsdalevintageapts.com/
30381,Sierra Vista,1821 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,http://www.sierravistaaptsca.com
27725,The Gardens of Pinecrest,8800 SW 68th Ct,Miami,FL,33156,https://www.gardensofpinecrestapartments.com/?rcstdid=MzI%3d-GJOvflXLv8M%3d&_yTrackUser=ODc4MjE0MDU4IzE4OTE0MjUzNDM%3d-q3%2b9PtfoQ%2bo%3d&_yTrackVisit=MTU4OTQ5NDE0MyMxODI1ODI1MTU3-j1vbMVdjJw8%3d&_yTrackReqDT=22311420200708
42554,Vintage Grove Apartments,5262 Timuquana Rd,Jacksonville,FL,32210,http://summerwindaptsfl.com/
252489,London Square by Broadmoor,4917 Farnam St,Omaha,NE,68132,https://www.broadmoor.cc/property_items/london-square-by-broadmoor/
16391,Westcreek Apartments,973 Westcreek Ln,Westlake Village,CA,91362,https://www.westcreekapts.com/
234509,Atlantic Station West,405 Atlantic St,Stamford,CT,6901,https://asw.atlanticstationstamford.com/
7542,Landings at North Ingle,3300 N Ingle Pl,Macon,GA,31210,https://www.thelandingsatnorthingle.com/
245118,Maren,71 Potomac Ave SE,Washington,DC,20003,https://marendc.com/
97501,Woodmont West At Mount Arlington,100 Fieldstone Dr,Mt Arlington,NJ,7856,http://www.woodmontwest.net/
282754,The 24 III,9200 Winnetka Ave,Chatsworth,CA,91311,https://www.the24.com/
60185,Plantation Oaks,10875 Abercorn St,Savannah,GA,31419,https://www.plantationoakssavannah.com/
20924,City Lights at Town Center,5000 City Lights Dr,Aliso Viejo,CA,92656,http://www.sheaapartments.com/citylights/
225886,Casa Baywood,212 S El Camino Real,San Mateo,CA,94401,https://www.casabaywoodapts.com/
63462,Telfair Lofts,7500 Branford Pl,Sugar Land,TX,77479,https://apartmentssugarlandtexas.com/
24337,Colonial House,1560 San Tomas Aquino Rd,San Jose,CA,95130,https://residential.eprodesse.com/colonial-house-apartments/index.aspx
57320,Brookmeade Apartments,10701 Brookemeade Cir,Williamsport,MD,21795,https://brookmeade-apartments.rentcafewebsite.com/
29566,Heatherwood I,1105 N Hoagland Blvd,Kissimmee,FL,34741,https://heatherwoodfl.com/
242519,Benson Estates Apartments,203 Williamsburg Dr,Hephzibah,GA,30815,https://www.bensonapts.com/
271066,KC Lofts,18 E Kansas City St,Rapid City,SD,57701,https://kcloftsrc.com/
78134,The 24,9254 Winnetka Ave,Los Angeles,CA,91311,https://uncommondevelopers.com/apartments/the-24/
6725,The Atlantic at East Delray,650 Lavers Cir,Delray Beach,FL,33444,http://www.theatlanticdelray.com/
4306,Meadows,514 Lark Ct,Novato,CA,94947,https://www.themeadowsnovato.com/
250459,Village Square,100 Village Sq,Glen Cove,NY,11542,https://villagesquareny.com/
50912,Indigo Apartment Homes,2700 Maple St,Bremerton,WA,98310,https://www.indigobremerton.com/
60146,Woodmont Place at Palmer,100 Woodmont Cir,Easton,PA,18045,http://www.woodmontpalmer.com/Lehigh-Valley-PA-apartments.asp
302055,Riverview,109 Club Dr,Morganton,NC,28655,https://keystonemanagement.com/morganton-north-carolina-apartments/riverview-apartments-nc
39591,Landmark,211 N Hills St,Meridian,MS,39305,https://www.landmarkmeridian.com/
70255,Coventry Square,20 Charles St,Westwood,NJ,7675,https://coventrysquareapartments.com/
4075,Windsor Park Apartment Homes,3937 Penshurst Ln,Woodbridge,VA,22192,http://www.windsorparkapts.com/
263127,Hickory Grove,11907 Apache Ave,Savannah,GA,31419,https://www.hickorygrovega.com/
15181,Bayvue,1293 Bayside Ave,Woodbridge,VA,22191,http://www.southernmanagement.com/bayvue/
255586,Soho Lofts,273 16th St,Jersey City,NJ,7310,https://www.soholoftsjc.com/
78192,Apple Creek Station,4369 W Roundhouse Rd,Swartz Creek,MI,48473,https://www.applecreekstation.com/
218135,The Modern I,800 Park Ave,Fort Lee,NJ,7024,https://www.themodernlife.com/
42180,The Courtyard at Jefferson,800 Jefferson St,Hoboken,NJ,7030,http://www.courtyardatjefferson.com/
32156,Village on Memorial Townhomes,15200 Memorial Dr,Houston,TX,77079,https://rent.brookfieldproperties.com/properties/village-on-memorial-townhomes.html
261553,Makara,3751 Staniel Cay Loop,Orlando,FL,32817,https://www.makaraorlando.com/
223248,Royal Oaks,701 Royal Oaks Ct,Monmouth Junction,NJ,8852,http://www.metroplexapts.com
2289,Pointe at Carrollwood,4949 Marbrisa Dr,Tampa,FL,33624,https://pointeatcarrollwood.com/
254360,Briggs & Union,12000 Knox Way,Mt Laurel Township,NJ,8054,https://rent.brookfieldproperties.com/mount-laurel-nj-apartments/briggs-and-union
77894,The Residences at 4040 Wilson,4040 Wilson Blvd,Arlington,VA,22203,https://www.4040wilson.com/
64391,Atelier,801 S Olive St,Los Angeles,CA,90014,http://atelierdtla.com/
42371,Meetinghouse,3131 Meetinghouse Rd,Boothwyn,PA,19061,http://meetinghouseapartments.com/
241364,Blvd & Bond,88 Arsenal Yards Blvd,Watertown,MA,2472,https://www.blvdbond.com/
245936,Hoover + Greene,950 Greene St,Ann Arbor,MI,48104,https://hooverandgreene.com/
15295,Desert Oasis,77777 Country Club Dr,Palm Desert,CA,92211,https://www.rent-desertoasis.com/
25445,Highview Terrace,7004 Highview Terrace,Chillum,MD,20782,https://www.southernmanagement.com/communities/highview-terrace/
229417,Jasper,2528 S Grand Ave,Los Angeles,CA,90007,https://www.jasperla.com/
297075,Tribute Verdae,810 Woodruff Rd,Greenville,SC,29607,https://tributeverdae.com/
39317,The Goodwynn by ARIUM,705 Town Blvd,Atlanta,GA,30319,https://ariumliving.com/atlanta-ga/the-goodwynn/
218786,Cooper's Landing,5001 Coopers Landing Dr,Kalamazoo,MI,49004,https://www.landcoapartments.com/coopers-landing-apartments/
60386,The Paramount at South Market,611 O'Keefe Ave,New Orleans,LA,70113,https://www.paramountnola.com/
60145,Woodmont Mews,1345 Martin Ct,Bethlehem,PA,18018,https://www.woodmontmewsapartments.com/
26132,The Belmont by Reside,3170 N Sheridan Rd,Chicago,IL,60657,www.thebelmontbyreside.com
270484,The Casco,201 Federal St,Portland,ME,4101,https://liveredfern.com/buildings/aucocisco/
225072,Meridian 2250 at Eisenhower Station,2250 Dock Ln,Alexandria,VA,22314,https://www.meridian2250.com/?switch_cls[id]=64695&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click
301417,Marlowe Live Oak,5476 Angel Way St,St. Cloud,FL,34771,https://www.marloweliveoak.com/
230598,The Ridge,17940 Garden Ln,Hagerstown,MD,21740,https://www.theridgehagerstown.com/
78011,The Travis,3300 Main St,Houston,TX,77002,https://thetravishouston.com/
19851,One Superior Place,1 W Superior St,Chicago,IL,60654,https://onesuperiorplace.com/
261724,Beaudry,960 W 7th St,Los Angeles,CA,90017,https://www.beaudrydtla.com/
284038,The Springs at Coral Shores,606 SW 29th Ave,Cape Coral,FL,33991,https://www.springsapartments.com/apartments/fl/cape-coral/springs-at-coral-shores/
241189,Reserve at Southpointe,1000 Meadow Ln,Canonsburg,PA,15317,http://www.reserveatsouthpointe.com/
18036,Villa Careena,1136 Larrabee St,West Hollywood,CA,90069,https://www.decron.com/apartments-villa-careena/
263860,Southbank at Quarry Trails,2791 Hopper Way,Columbus,OH,43228,https://www.southbankatquarrytrails.com/
30101,Apartments at Bel Air,1001 Todd Rd,Bel Air,MD,21015,https://www.seasonsbelair.com/
284136,Broadstone Oliver,1505 Oliver St,Houston,TX,77007,https://broadstoneoliver.com/
13477,Flatiron District at Austin Ranch,6740 Davidson St,The Colony,TX,75056,http://flatirondistrictataustinranch.com/
61166,Silver Collection at Waterford,11920 Joleen Ct,Huntersville,NC,28078,https://www.silvercollectionatwaterford.com/
23542,Trailpoint at The Woodlands,2301 S Millbend Dr,The Woodlands,TX,77380,http://www.liveattrailpoint.com/
42662,Highlands North,10020 W 80th St,Overland Park,KS,66204,http://www.thehighlandsapartments.com
16326,Dawson,15501 Bruce B Downs Blvd,Tampa,FL,33613,https://thedawsontampa.com/property/the-dawson/
49295,Eagle Pointe Apartments,2044 Oakdale Ave,West St Paul,MN,55118,https://www.eaglepointeweststpaul.com/
66940,AMLI Riverfront Green,1750 Little Raven St,Denver,CO,80202,https://www.amli.com/apartments/denver/lodo-apartments/amli-riverfront-green
24776,Hidden Lakes,5800 Deepwood Ct,Village of Clarkston,MI,48346,https://www.livehiddenlakesapts.com/
246512,Alto Fairfield Metro,1401 Kings Hwy,Fairfield,CT,6824,https://www.altofairfieldmetro.com/
12064,Riviera at West Village,3530 Travis St,Dallas,TX,75204,http://www.rivierawestvillage.com/
12380,McDermott Place,8900 Independence Pkwy,Plano,TX,75025,https://www.mcdermottplace.com/
62316,The Channel District Wharf,950 Maine Ave SW,Washington,DC,20024,http://www.dcchannel.com/
31255,Arrive Chadds Ford,7000 Johnson Farm Ln,Chadds Ford,PA,19317,https://www.arrivechaddsford.com/
40193,AMLI South Shore,1620 E Riverside Dr,Austin,TX,78741,https://www.amli.com/apartments/austin/downtown-austin-apartments/amli-south-shore
217511,Soleste SeaSide,4 N Federal Hwy,Dania Beach,FL,33004,https://solesteseaside.com/
94295,Silver,333 Sunol St,San Jose,CA,95126,https://www.essexapartmenthomes.com/apartments/san-jose/silver
64796,The Residences at Eastern Market,777 C St SE,Washington,DC,20003,http://www.liveateasternmarket.com/
19995,BellCentre,308 108th Ave NE,Bellevue,WA,98004,https://www.essexapartmenthomes.com/apartments/bellevue/bellcentre
266388,Nova,1237 N Van Buren St,Milwaukee,WI,53202,https://novamke.com/
280564,Grant Row Lofts,14121 Grant St,Thornton,CO,80023,https://www.grantrowlofts.com/
61552,AMLI Joya,8150 SW 72nd Ave,Miami,FL,33143,https://www.amli.com/apartments/southeast-florida/dadeland-apartments/amli-joya
42977,Elms at Stoney Run,7581 Stoney Run Dr,Hanover,MD,21076,https://stoneyrunelmsliving.com/home#
5393,Avana Chestnut Hills,209 21st Ave SW,Puyallup,WA,98371,https://www.avanachestnuthills.com/
273398,The Quinn,125 S Standridge Blvd,Anna,TX,75409,https://thequinnanna.com/
63771,Apex,1102 S Abel St,Milpitas,CA,95035,https://www.essexapartmenthomes.com/apartments/milpitas/apex?sc_camp=2648D1300BEC431BB11EB86F02F52DBD&utm_source=googlesearch
299593,The Terra,13645 Elanna Ave,Louisville,KY,40245,https://terraluxuryliving.com/
277277,The Proximity,4115 Dr MLK Jr Blvd,New Bern,NC,28562,https://theproximitynewbern.com/
278371,Niche,1116 W Carmen St,Tampa,FL,33606,https://www.nichetampa.com/
40372,Century Capital City,2350 Phillips Rd,Tallahassee,FL,32308,https://www.centurycapitalcity.com/
75792,Parc at Lyndhurst,601 Riverside Ave,Lyndhurst,NJ,7071,https://www.parcatlyndhurst.com/
242964,Horizon Wiregrass Ranch,28878 Golden Vista Blvd,Wesley Chapel,FL,33543,https://www.horizonwiregrassranch.com/
7980,Tesota Morningside,3958 Montgomery Blvd NE,Albuquerque,NM,87109,https://www.tesotamorningside.com/
15190,The Elms At Centreville,13840 Braddock Springs Rd,Centreville,VA,20121,https://centrevilleelmsliving.com/#
289762,Base,8600 N Grand Canyon Dr,Las Vegas,NV,89166,https://www.baseapthomes.com/
67832,The Eugene,435 W 31st St,New York,NY,10001,https://rent.brookfieldproperties.com/property/the-eugene/
15168,Yorkshire,11401 July Dr,Silver Spring,MD,20904,www.yorkshireapts.com
32780,Hillside Village,1801 Shattuck Ave,Berkeley,CA,94709,www.hillsidevillageberkeley.com
220789,FIVE50,550 E 3rd Ave,Denver,CO,80203,https://redpeak.com/property/550-e-3rd/?utm_knock=gmb
272565,Arden at Kohlers Crossing,19500 I-35,Kyle,TX,78640,https://ardenatkohlerscrossing.com/
298969,The Watt,550 Westlake Park Blvd,Houston,TX,77079,https://thewattapts.com/?utm_source=greystar&utm_medium=affiliate
270109,Modera Parkside,180 10th St NE,Atlanta,GA,30309,https://www.moderaparksideatl.com/
67527,Griffin Center City,1338 Chestnut St,Philadelphia,PA,19107,https://griffinphilly.com/
53359,Ayrsley Lofts,9336 Kings Parade Blvd,Charlotte,NC,28273,http://www.ayrsleylofts.com/
3765,Townhomes at Highcrest,3296 83rd St,Woodridge,IL,60517,https://www.townhomesathighcrest.com
32743,Deco North Lake Shore,1400 N Lake Shore Dr,Chicago,IL,60610,https://decolakeshoredrive.com/
14744,Avana Acworth,4710 Baker Grove Rd NW,Acworth,GA,30101,https://www.avanaacworth.com/
93977,EON Squared,444 NE 7th St,Fort Lauderdale,FL,33304,https://www.eonflaglervillage.com/
5854,Terra at Piney Point Apartments,8787 Woodway Dr,Houston,TX,77063,www.terraatpineypoint.com
31197,The Village at Toluca Lake I,211 N Valley St,Burbank,CA,91505,https://www.essexapartmenthomes.com/apartments/burbank/the-village-at-toluca-lake
232470,Madison at Ballston Station I,4400 4th St N,Arlington,VA,22203,http://madisonatballstonstation.com/
281759,Soltra Firewheel,902 Town Center Blvd,Garland,TX,75040,https://soltrafirewheel.com/
77993,The Heyward,3220 Hatchet Bay Dr,Charleston,SC,29414,http://theheywardwestashley.com/
5463,Crestline Cary,10300 Kingsclere Dr,Cary,NC,27511,https://www.crestlinecaryapts.com/
242587,Victor Prosper,195 W Davis St,Dallas,TX,75208,https://livevictorprosper.com/
239952,AMLI Toscana Place,5971 Toscana Dr,Davie,FL,33314,https://www.amli.com/apartments/southeast-florida/fort-lauderdale-apartments/amli-toscana-place
13943,Crossroads Ranch,12655 Crossroads Park Dr,Houston,TX,77065,https://www.liveatcrossroadsranch.com/home
242191,AMLI West Loop,205 S Peoria St,Chicago,IL,60607,https://www.amli.com/apartments/chicago/west-loop-apartments/amli-west-loop
60353,The George,285 George St,New Brunswick,NJ,8901,https://www.thegeorgenewbrunswick.com/?utm_source=GBP&utm_medium=organic&utm_campaign=appointment
25909,Avana Creekside,13301 Crescent Springs Dr,Charlotte,NC,28273,https://www.avanacreekside.com/
276162,Modera Academical Village I,3440 SW 76 Ter,Davie,FL,33328,https://www.moderaacademicalvillage.com/
294956,The Brightly,1005 Brentwood Dr,Davenport,FL,33837,https://thebrightlyapartments.com/
37719,1611 On Lake Union,1611 8th Ave N,Seattle,WA,98109,https://1611onlakeunion.com/
70973,Origin,700 N Randolph St,Arlington,VA,22203,https://originballston.com/
249898,Bell Alderwood,2927 Alderwood Mall Blvd,Lynnwood,WA,98036,https://www.bellalderwood.com/
76790,Avana on Wilshire,635 S Hobart Blvd,Los Angeles,CA,90005,http://avanaonwilshire.com/
12963,The Blake LA,733 N Kings Rd,Los Angeles,CA,90069,https://www.essexapartmenthomes.com/apartments/the-blake-la
