finding_id,finding_title,disposition,coverage_mode,property_role,adapter,canonical_id,name,address,city,state,zip,website,acceptance_contract,evidence_file,evidence_line,test_selectors
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,19940,Portola Biltmore,2323 E Flower St,Phoenix,AZ,85016,https://www.portolabiltmore.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,23549,Landmark,6303 Indian School Rd NE,Albuquerque,NM,87110,https://www.thelandmark-apartments.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,26194,Ventana Palms,7021 W McDowell Rd,Phoenix,AZ,85035,http://www.ventanapalmsapartments.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,27999,Echo Pointe,4300 Echo Ct,La Mesa,CA,91941,https://www.liveatechopointe.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,28391,Hill Country Villas,9032 Dugas Rd,San Antonio,TX,78251,http://www.hillcountryvillasapartments.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,30723,Mountain Ridge,2605 Verde Dr,Colorado Springs,CO,80910,http://www.mountainridge-apts.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,46986,Mountain Ridge Manor,820 Monroe Blvd,Ogden,UT,84404,http://www.mountainridgemanor.com,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,49248,Sandpiper,1496 Spring Ln,Holladay,UT,84117,https://www.sandpiperapartmentssaltlakecity.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,54769,Emerson Park Apartment Homes,1701 E Don Carlos Ave,Tempe,AZ,85281,https://www.emersonparkapartmenthomes.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,56750,SB1K,1000 S Broadway,Denver,CO,80209,https://www.liveatsb1k.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,68991,The Reserve At Water Tower Village,7937 W 54th Ave,Arvada,CO,80002,https://www.thereserveatwatertowervillage.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,69928,The Azlee,3480 S 300 E,Salt Lake City,UT,84115,https://www.theazleeapartments.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,217956,Cedar Falls Apartments,385 NW Lost Springs Terrace,Portland,OR,97229,https://www.liveatcedarfalls.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,224788,Progress Terrace,12230 SW Horizon Blvd,Beaverton,OR,97007,https://www.liveatprogressterrace.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,225934,KD Place,1601 E Katie Ave,Las Vegas,NV,89119,https://www.kdplaceapartmentslv.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,242344,Franklin Flats,3208 W 7th St,Greeley,CO,80634,www.franklinflatsapts.com,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,255737,Vanguard,225 S 6th St,Boise,ID,83702,https://www.vanguardboise.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,269136,Coventry Townhomes,2323 S 800 W,Woods Cross,UT,84087,https://www.liveatcoventry.com/?_yTrackUser=MTI0NDc2MzY0OSMxMjE3MjEzNDA2-%2foPyM8O4Dko%3d&_yTrackVisit=MjIwNjgxNzA3NSMxNTk0MTk2MTgz-rdkjryyrv%2fE%3d&_yTrackReqDT=35491920210707,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
40,"MarketApts units are exact, but the shared plan merge turns deposits into rent",confirmed_remediated,complete_29_property_cohort,regression_control,marketapts,284598,Sunrise Station,11260 Point E Dr,Rancho Cordova,CA,95742,https://www.liveatsunrisestation.com/,Authoritative MarketApts plan channel suppresses degraded generic rows; deposits never become rent.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2662,ma_poc/tests/pms/adapters/test_marketapts.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,affected,mri_prospectconnect,540,Bridgepoint I,1500 Monument Rd,Jacksonville,FL,32225,https://www.hgliving.com/apartments/fl/jacksonville/bridgepoint/#/,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,affected,mri_prospectconnect,235871,Elmtree Park Apartments,11023 Elmtree Park Dr,Indianapolis,IN,46229,https://www.hgliving.com/apartments/in/indianapolis/elmtree-park/#/,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,regression_control,mri_prospectconnect,9133,Lane at Towne Crossing,4035 Towne Crossing Blvd,Mesquite,TX,75150,https://www.hgliving.com/apartments/tx/mesquite/lane-at-towne-crossing/?utm_knock=g,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,regression_control,mri_prospectconnect,12370,Rockbrook Creek I,2200 Uecker Dr,Lewisville,TX,75067,https://www.hgliving.com/apartments/tx/lewisville/rockbrook-creek/,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,regression_control,mri_prospectconnect,19396,Alcove at Seahurst,14001 Ambaum Blvd SW,Burien,WA,98166,https://www.hgliving.com/apartments/wa/burien/alcove-at-seahurst/,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,regression_control,mri_prospectconnect,29583,Norcross Crossings,3400 Peachtree Corners Cir,Norcross,GA,30092,https://www.hgliving.com/apartments/ga/peachtree-corners/norcross-crossing/,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,regression_control,mri_prospectconnect,48769,Spring Gate,1500 Springate Dr,Panama City,FL,32404,https://www.hgliving.com/apartments/fl/panama-city/spring-gate/#/,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,regression_control,mri_prospectconnect,260340,Linden At The Rim,15022 Vance Jackson Rd,San Antonio,TX,78249,https://www.hgliving.com/apartments/tx/san-antonio/linden-at-the-rim,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
41,MRI preserves native rows and dates but collapses rent ranges; its Knock fallback is lossy,confirmed_remediated,complete_9_property_attributed_cohort,regression_control,mri_prospectconnect,264397,Linden Ranch,4300 Ranchero Dr,Sachse,TX,75048,https://www.hgliving.com/apartments/tx/sachse/linden-ranch/?utm_source=GBP&utm_medium=organic,Preserve both rent-range endpoints and prefer an exactly property-bound MRI route.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2753,ma_poc/tests/pms/adapters/test_mri_prospectconnect.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,1156,Northview Southview Apartment Homes,8111 Reseda Blvd,Reseda,CA,91335,https://www.northview-southview.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,6281,Wildwood,7610 Cameron Rd,Austin,TX,78752,http://www.wildwoodaustin.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,11805,Woodland Hills,3541 W Northgate Dr,Irving,TX,75062,http://www.thewoodlandhills411.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,23367,Broadway Towers,1601 Broadway St,Concord,CA,94520,https://www.broadwayconcord.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,37360,Goldstone Place,1200 S 1500 E,Clearfield,UT,84015,http://www.goldstoneplace.com,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,254167,Harbisons Dairy,2041 Coral St,Philadelphia,PA,19125,https://www.harbisonsdairy.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,268592,Jasper House,1825 E Boston St,Philadelphia,PA,19125,https://live.jasperhousephl.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,affected,rentcafe_layout_tab,281751,The Franklin Marlboro,2 Jayden Rd,Marlboro,NJ,7746,https://www.thefranklinmarlboro.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,regression_control,rentcafe_layout_tab,1084,Black Hawk,3010 Simcoe Dr,Fort Wayne,IN,46815,https://www.theblackhawkapartments.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,regression_control,rentcafe_layout_tab,3811,Vista Del Sol,7100 Louisiana Blvd NE,Albuquerque,NM,87109,www.vista-del-sol.com,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,regression_control,rentcafe_layout_tab,27125,Tudor Place,5801 Peabody St,Hyattsville,MD,20783,https://www.tudorplaceapts.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
42,RentCafe layout-tab's whole-roster shortcut is neither whole nor semantically safe,confirmed_remediated,complete_12_property_cohort,regression_control,rentcafe_layout_tab,253774,27Seventy Lower Heights,2770 Summer St,Houston,TX,77007,https://www.27seventylowerheights.com/,Union exact plan drills by native apartment identity and let exact plan semantics win.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,2856,ma_poc/tests/pms/adapters/test_rentcafe_layout_tab.py
43,Wix's rigid card grammar misses both visible plans and a linked unit roster,confirmed_remediated,explicit_audit_scope,affected,wix_floor_plans,47909,Westerville Park Apartment Homes,4565 Northland Square Dr E,Columbus,OH,43231,https://www.capcityapartments.com/westerville-park,"Recover authored Wix plans and only explicitly linked, identity-bound physical rosters.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3009,ma_poc/tests/pms/adapters/test_wix_floor_plans.py
43,Wix's rigid card grammar misses both visible plans and a linked unit roster,confirmed_remediated,explicit_audit_scope,affected,wix_floor_plans,262964,The Bellagio,1384 Empire Blvd,Rochester,NY,14609,https://www.bellagio1384.com/,"Recover authored Wix plans and only explicitly linked, identity-bound physical rosters.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3009,ma_poc/tests/pms/adapters/test_wix_floor_plans.py
43,Wix's rigid card grammar misses both visible plans and a linked unit roster,confirmed_remediated,explicit_audit_scope,regression_control,wix_floor_plans,220345,Vestawood Apartments,1716 Vestawood Ct,Vestavia Hills,AL,35216,https://www.vestawood.com/,"Recover authored Wix plans and only explicitly linked, identity-bound physical rosters.",investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3009,ma_poc/tests/pms/adapters/test_wix_floor_plans.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,1740,Camden Fairview,8738 Fairview Rd,Charlotte,NC,28226,https://www.camdenliving.com/apartments/charlotte-nc/camden-fairview?utm_source=gmb&utm_medium=local&utm_campaign=camden-fairview&y_source=1_MTE2Nzc0MTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,7383,Camden Lakeway,7355 Grant Ranch Blvd,Lakewood,CO,80123,https://www.camdenliving.com/apartments/lakewood-co/camden-lakeway,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,14062,Camden Lake Pine,600 Park Summit Blvd,Apex,NC,27523,https://www.camdenliving.com/apartments/apex-nc/camden-lake-pine,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,15064,Camden Holly Springs,680 W Sam Houston Pkwy S,Houston,TX,77042,https://www.camdenliving.com/apartments/houston-tx/camden-holly-springs,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,15332,Camden Ashburn Farm,20886 Isherwood Terrace,Ashburn,VA,20147,https://www.camdenliving.com/apartments/ashburn-va/camden-ashburn-farm?utm_source=gmb&utm_medium=local&utm_campaign=camden-ashburn-farm&y_source=1_MTE2NzczODUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,24648,Camden Overlook,4703 Summit Overlook Dr,Raleigh,NC,27612,https://www.camdenliving.com/apartments/raleigh-nc/camden-overlook,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,26730,Camden Brookwood,147 26th St NW,Atlanta,GA,30309,https://www.camdenliving.com/apartments/atlanta-ga/camden-brookwood,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,30997,Camden Fallsgrove,719 Fallsgrove Dr,Rockville,MD,20850,https://www.camdenliving.com/apartments/rockville-md/camden-fallsgrove,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,35256,Camden Manor Park,4000 Manor Club Dr,Raleigh,NC,27612,https://www.camdenliving.com/apartments/raleigh-nc/camden-manor-park,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,37545,Camden Cedar Hills,4100 W Slaughter Ln,Austin,TX,78749,https://www.camdenliving.com/apartments/austin-tx/camden-cedar-hills,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,38541,Camden Brushy Creek,1101 Brushy Creek Rd,Cedar Park,TX,78613,https://www.camdenliving.com/apartments/cedar-park-tx/camden-brushy-creek#overview,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,62512,Camden Chandler,2777 S Arizona Ave,Chandler,AZ,85286,https://www.camdenliving.com/apartments/chandler-az/camden-chandler,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,78724,Camden North End,6800 E Mayo Blvd,Phoenix,AZ,85054,https://www.camdenliving.com/apartments/phoenix-az/camden-north-end?utm_source=gmb&utm_medium=local&utm_campaign=camden-north-end&y_source=1_MTE2Nzc1MjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,227989,Camden Riverwalk,3800 Grapevine Mills Pkwy,Grapevine,TX,76051,https://www.camdenliving.com/apartments/grapevine-tx/camden-riverwalk,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
44,Camden reports a suggestion sample as unit inventory; its older expansion fabricates rows,confirmed_remediated,complete_16_property_cohort,affected,camden,229295,Camden Farmers Market,2210 Canton St,Dallas,TX,75201,https://www.camdenliving.com/apartments/dallas-tx/camden-farmers-market,Exact catalogue/plan drills produce every community-qualified unit; suggestion cross-products are forbidden.,investigations/2026-08-01-consolidated-canary/ADAPTER_DATA_QUALITY_FINDINGS.md,3123,ma_poc/tests/pms/adapters/test_camden.py
